City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Petrozavodsk,RU,2022-05-23 18:27:57,61.7849,34.3469,47.66,29,100,8.95
298,Severo-Kurilsk,RU,2022-05-23 18:27:58,50.6789,156.125,40.78,98,100,14.76
299,Teahupoo,PF,2022-05-23 18:27:58,-17.8333,-149.2667,76.96,74,28,14.45
300,Maracaibo,VE,2022-05-23 18:27:59,10.6317,-71.6406,88.79,57,79,2.55
301,Prince Rupert,CA,2022-05-23 18:27:59,54.3161,-130.3201,47.89,87,100,4.61
302,Cochrane,CA,2022-05-23 18:28:00,51.1834,-114.4687,64.62,25,0,6.91
303,Bukama,CD,2022-05-23 18:28:00,-9.2,25.85,76.55,51,54,1.92
304,Petropavlovsk-Kamchatskiy,RU,2022-05-23 18:28:01,53.0452,158.6483,39.79,100,100,2.24
305,La Primavera,CO,2022-05-23 18:28:03,5.4906,-70.4092,87.39,57,77,7.27
306,Malegaon,IN,2022-05-23 18:28:03,20.55,74.5333,81.34,65,0,20.4
307,Ishigaki,JP,2022-05-23 18:28:04,24.3448,124.1572,73.53,100,75,2.3
308,Bad Iburg,DE,2022-05-23 18:28:06,52.1549,8.0422,66.22,81,92,9.17
309,Lufilufi,WS,2022-05-23 18:28:06,-13.8745,-171.5986,74.98,76,25,22.3
310,Zhizdra,RU,2022-05-23 18:28:07,53.746,34.7395,44.04,63,5,6.42
311,Port Hedland,AU,2022-05-23 18:28:07,-20.3167,118.5667,75.25,100,100,8.05
312,Kuantan,MY,2022-05-23 18:28:08,3.8077,103.326,78.91,89,20,4.61
313,Neka,IR,2022-05-23 18:28:08,36.6508,53.299,72.07,43,73,9.44
314,Ler,SS,2022-05-23 18:28:09,8.3018,30.1418,87.1,39,37,4.38
315,Mesetas,CO,2022-05-23 18:28:09,3.3846,-74.0442,81.18,68,66,7.36
316,Mumford,GH,2022-05-23 18:28:10,5.2618,-0.759,81.0,77,87,13.47
317,Dalmatovo,RU,2022-05-23 18:28:10,56.26,62.9362,43.95,97,99,7.34
318,La Maddalena,IT,2022-05-23 18:28:11,41.2142,9.4083,77.05,76,52,5.84
319,Chabahar,IR,2022-05-23 18:28:11,25.2919,60.643,85.33,75,0,3.0
320,Gogrial,SS,2022-05-23 18:28:12,8.5332,28.1004,91.83,33,100,3.91
321,Belmonte,BR,2022-05-23 18:28:13,-15.8631,-38.8828,76.03,74,58,10.45
322,Rocha,UY,2022-05-23 18:23:26,-34.4833,-54.3333,64.22,59,97,5.93
323,Narasannapeta,IN,2022-05-23 18:28:14,18.4167,84.05,85.96,79,65,5.28
324,Aranos,NA,2022-05-23 18:28:14,-24.1333,19.1167,59.2,31,66,4.54
325,Yen Bai,VN,2022-05-23 18:28:15,21.7,104.8667,72.43,97,100,2.44
326,Marsa Matruh,EG,2022-05-23 18:29:15,31.3525,27.2453,68.02,71,0,7.43
327,Alassio,IT,2022-05-23 18:29:16,44.0039,8.1671,73.18,87,40,10.36
328,Svetlyy,RU,2022-05-23 18:29:16,54.675,20.1347,53.65,77,32,6.78
329,Lima,PE,2022-05-23 18:26:24,-12.0432,-77.0282,61.05,82,100,6.91
330,Nioro,GM,2022-05-23 18:29:17,13.35,-15.75,94.73,25,1,14.76
331,Sioux Lookout,CA,2022-05-23 18:29:17,50.1001,-91.917,62.67,36,75,12.66
332,Juneau,US,2022-05-23 18:25:19,58.3019,-134.4197,50.22,94,100,8.05
333,Luderitz,NA,2022-05-23 18:29:18,-26.6481,15.1594,63.5,52,52,3.89
334,Gorontalo,ID,2022-05-23 18:29:19,0.5412,123.0595,75.34,95,100,2.57
335,Torzhok,RU,2022-05-23 18:29:20,57.0436,34.9622,45.81,47,37,7.74
336,Yagodnoye,RU,2022-05-23 18:29:20,62.55,149.6667,27.55,86,38,5.84
337,Nantucket,US,2022-05-23 18:27:48,41.2835,-70.0995,69.94,55,100,23.02
338,Lompoc,US,2022-05-23 18:29:21,34.6391,-120.4579,81.01,69,0,13.8
339,Puerto Ayora,EC,2022-05-23 18:29:23,-0.7393,-90.3518,82.36,92,59,1.99
340,Remontnoye,RU,2022-05-23 18:29:23,46.5614,43.6501,53.46,74,82,8.19
341,Chebarkul,RU,2022-05-23 18:29:24,54.9749,60.3633,44.73,98,100,6.6
342,Sinnamary,GF,2022-05-23 18:29:25,5.3833,-52.95,80.28,81,46,3.91
343,Coahuayana,MX,2022-05-23 18:29:25,18.7333,-103.6833,89.42,50,26,8.41
344,Bilma,NE,2022-05-23 18:29:26,18.6853,12.9164,93.97,8,100,5.93
345,Buraydah,SA,2022-05-23 18:29:26,26.326,43.975,88.25,15,2,19.48
346,Cassia,BR,2022-05-23 18:29:27,-20.5831,-46.9219,76.89,34,16,2.21
347,Victoria,HK,2022-05-23 18:27:05,22.2855,114.1577,78.19,95,100,4.0
348,Gejiu,CN,2022-05-23 18:29:28,23.306,103.1635,54.0,97,97,2.37
349,Grua,NO,2022-05-23 18:29:28,60.2667,10.6667,58.66,67,100,7.94
350,Kamina,CD,2022-05-23 18:29:28,-8.7386,24.9906,72.7,55,47,2.15
351,Oriximina,BR,2022-05-23 18:29:29,-1.7656,-55.8661,82.51,77,91,4.0
352,Coquimbo,CL,2022-05-23 18:29:30,-29.9533,-71.3436,65.93,59,0,12.66
353,Cidreira,BR,2022-05-23 18:29:30,-30.1811,-50.2056,66.99,60,0,4.63
354,Cody,US,2022-05-23 18:29:31,44.5263,-109.0565,58.91,37,20,6.91
355,Kawalu,ID,2022-05-23 18:29:32,-7.3817,108.2082,72.75,94,100,3.4
356,Umuahia,NG,2022-05-23 18:29:32,5.5263,7.4896,71.44,95,100,4.36
357,Santa Cruz,BO,2022-05-23 18:29:33,-17.8,-63.1667,83.66,57,75,23.02
358,Abaza,RU,2022-05-23 18:29:33,52.655,90.0928,50.77,79,97,2.57
359,Kirkwood,US,2022-05-23 18:29:34,38.5834,-90.4068,68.86,50,20,16.11
360,Naze,JP,2022-05-23 18:29:35,28.3667,129.4833,59.92,87,100,9.6
361,Yulara,AU,2022-05-23 18:29:35,-25.2406,130.9889,64.29,47,99,8.68
362,Dedougou,BF,2022-05-23 18:29:36,12.4667,-3.4667,84.38,47,91,15.21
363,Vitoria Da Conquista,BR,2022-05-23 18:29:03,-14.8661,-40.8394,72.93,54,84,8.37
364,Baykit,RU,2022-05-23 18:29:36,61.67,96.37,55.13,64,26,1.88
365,Ternate,ID,2022-05-23 18:29:33,0.8,127.4,80.11,82,96,4.54
366,Rio Gallegos,AR,2022-05-23 18:29:37,-51.6226,-69.2181,39.25,65,0,17.27
367,Tashla,RU,2022-05-23 18:29:38,51.7716,52.7427,49.37,88,95,5.7
368,Grindavik,IS,2022-05-23 18:29:14,63.8424,-22.4338,50.47,62,75,6.91
369,Iqaluit,CA,2022-05-23 18:29:39,63.7506,-68.5145,20.93,57,75,19.57
370,Necochea,AR,2022-05-23 18:29:16,-38.5473,-58.7368,58.41,39,100,9.75
371,Grand Forks,US,2022-05-23 18:29:39,47.9417,-97.4337,64.33,29,40,11.5
372,Andapa,MG,2022-05-23 18:30:40,-14.65,49.65,62.44,99,26,2.89
373,Dublin,US,2022-05-23 18:29:36,37.7021,-121.9358,85.24,36,0,5.01
374,Port Hardy,CA,2022-05-23 18:26:27,50.6996,-127.4199,50.18,81,100,9.22
375,Tashtyp,RU,2022-05-23 18:30:40,52.7939,89.8983,48.9,94,4,4.03
376,Lavrentiya,RU,2022-05-23 18:30:41,65.5833,-171.0,37.99,67,10,0.85
377,Capaci,IT,2022-05-23 18:30:41,38.1711,13.2393,76.6,52,0,6.91
378,Binzhou,CN,2022-05-23 18:30:42,37.3667,118.0167,71.13,34,98,5.26
379,Polunochnoye,RU,2022-05-23 18:30:42,60.8697,60.4153,35.96,92,98,3.89
380,Missoula,US,2022-05-23 18:30:43,47.0166,-113.8009,55.17,40,100,5.5
381,Tiksi,RU,2022-05-23 18:30:43,71.6872,128.8694,32.4,99,100,1.77
382,Nalut,LY,2022-05-23 18:30:44,30.3333,10.85,83.79,6,0,10.16
383,Ashqelon,IL,2022-05-23 18:30:44,31.6693,34.5715,70.83,78,0,2.39
384,Ugoofaaru,MV,2022-05-23 18:30:45,5.6667,73.0,83.16,79,100,15.5
385,Qaanaaq,GL,2022-05-23 18:30:45,77.484,-69.3632,33.91,79,100,6.64
386,Rincon,US,2022-05-23 18:30:46,32.296,-81.2354,89.91,54,75,10.36
387,Mayumba,GA,2022-05-23 18:30:46,-3.432,10.6554,73.83,82,100,6.24
388,Simbahan,PH,2022-05-23 18:30:47,6.3032,120.5836,82.51,78,97,5.19
389,Tukan,RU,2022-05-23 18:30:48,53.8409,57.4552,43.63,98,100,4.61
390,Inhambane,MZ,2022-05-23 18:30:48,-23.865,35.3833,66.18,88,20,0.0
391,Voyvozh,RU,2022-05-23 18:30:49,62.892,54.9635,31.06,95,20,5.06
392,Lac Du Bonnet,CA,2022-05-23 18:30:50,50.2536,-96.0612,60.85,44,100,10.76
393,Brae,GB,2022-05-23 18:30:50,60.3964,-1.353,50.58,81,79,8.08
394,Husavik,IS,2022-05-23 18:30:51,66.0449,-17.3389,39.49,81,71,4.81
395,Gat,IL,2022-05-23 18:30:51,31.61,34.7642,70.39,33,0,1.36
396,Tautira,PF,2022-05-23 18:30:52,-17.7333,-149.15,79.92,72,28,14.09
397,Nelspruit,ZA,2022-05-23 18:30:53,-25.4745,30.9703,62.89,77,0,9.22
398,Saint-Leu,RE,2022-05-23 18:30:53,-21.15,55.2833,72.46,74,3,3.53
399,Sovetskaya,RU,2022-05-23 18:30:54,44.7769,41.1722,50.92,96,84,5.75
400,Olafsvik,IS,2022-05-23 18:30:54,64.8945,-23.7142,45.57,75,95,4.97
401,Williamsport,US,2022-05-23 18:30:55,41.2412,-77.0011,70.11,57,0,1.01
402,Port Angeles,US,2022-05-23 18:30:47,48.1181,-123.4307,61.21,80,100,11.5
403,Bambanglipuro,ID,2022-05-23 18:30:56,-7.95,110.2833,77.07,83,100,5.93
404,Akyab,MM,2022-05-23 18:30:56,20.15,92.9,81.03,79,100,3.89
405,Uruzgan,AF,2022-05-23 18:30:57,32.8333,66.0,64.26,13,0,1.81
406,Sumenep,ID,2022-05-23 18:30:57,-7.0167,113.8667,80.74,78,80,10.87
407,Saint-Augustin,CA,2022-05-23 18:30:58,51.226,-58.6502,54.63,47,58,16.53
408,Lakeland Highlands,US,2022-05-23 18:30:58,27.9597,-81.9501,92.89,58,75,5.75
409,Kruisfontein,ZA,2022-05-23 18:30:59,-34.0033,24.7314,57.88,83,21,2.55
410,Teguldet,RU,2022-05-23 18:31:00,57.3064,88.1667,48.31,69,12,1.57
411,La Ronge,CA,2022-05-23 18:31:00,55.1001,-105.2842,53.82,37,40,13.8
412,Kirovsk,UA,2022-05-23 18:31:01,48.6375,38.6428,46.96,62,75,3.51
413,Bien Hoa,VN,2022-05-23 18:31:01,10.95,106.8167,82.38,87,100,2.3
414,Kilinochchi,LK,2022-05-23 18:31:02,9.3961,80.3982,81.66,80,100,15.43
415,Emerald,AU,2022-05-23 18:31:03,-23.5333,148.1667,58.33,88,0,11.97
416,Kieta,PG,2022-05-23 18:31:03,-6.2167,155.6333,78.66,84,99,2.3
417,Bairiki,KI,2022-05-23 18:31:04,1.3292,172.9752,80.6,83,40,4.61
418,Amelia,IT,2022-05-23 18:31:04,42.5523,12.4182,77.67,47,5,4.5
419,Smithers,CA,2022-05-23 18:30:23,54.7804,-127.1743,52.12,58,75,2.3
420,Manzil Salim,TN,2022-05-23 18:31:05,35.8567,8.4765,80.33,25,11,11.07
421,Harper,LR,2022-05-23 18:31:05,4.375,-7.7169,77.67,86,97,9.71
422,Narasimharajapura,IN,2022-05-23 18:32:06,13.6167,75.5167,70.5,98,46,4.38
423,Buluang,PH,2022-05-23 18:32:07,13.3068,123.3425,77.38,89,63,1.72
424,Porto Murtinho,BR,2022-05-23 18:32:07,-21.6989,-57.8825,88.32,27,0,5.32
425,Vila Franca Do Campo,PT,2022-05-23 18:32:08,37.7167,-25.4333,68.2,83,97,4.59
426,Khagaria,IN,2022-05-23 18:32:09,25.5,86.4833,84.99,55,1,6.64
427,Diffa,NE,2022-05-23 18:32:10,13.3154,12.6113,89.06,10,1,3.47
428,Kloulklubed,PW,2022-05-23 18:32:10,7.0419,134.2556,83.55,77,85,14.47
429,Saint-Ambroise,CA,2022-05-23 18:32:11,48.5501,-71.3324,53.58,50,85,9.22
430,Sheregesh,RU,2022-05-23 18:32:11,52.9209,87.9869,43.52,76,0,3.47
431,Bambous Virieux,MU,2022-05-23 18:32:12,-20.3428,57.7575,75.45,73,75,14.97
432,Tezu,IN,2022-05-23 18:32:13,27.9167,96.1667,75.81,77,98,3.47
433,Yaan,NG,2022-05-23 18:32:14,7.3833,8.5667,77.18,79,100,10.13
434,Chagoda,RU,2022-05-23 18:32:14,59.164,35.3285,44.55,44,100,9.6
435,Toguchin,RU,2022-05-23 18:32:15,55.2353,84.3858,52.09,50,5,3.42
436,Topchikha,RU,2022-05-23 18:32:15,52.8192,83.1185,51.8,61,0,7.34
437,Lewistown,US,2022-05-23 18:32:16,40.5992,-77.5714,70.2,48,0,6.91
438,Mujiayingzi,CN,2022-05-23 18:32:16,42.1167,118.7833,68.72,34,94,14.67
439,Quatre Cocos,MU,2022-05-23 18:32:17,-20.2078,57.7625,75.31,66,85,16.93
440,Jiazi,CN,2022-05-23 18:32:18,22.8779,116.067,73.56,91,99,11.45
441,Biltine,TD,2022-05-23 18:32:18,14.5333,20.9167,90.93,10,3,11.07
442,Havre-Saint-Pierre,CA,2022-05-23 18:32:19,50.2334,-63.5986,57.56,35,0,21.85
443,Seoul,KR,2022-05-23 18:32:20,37.5683,126.9778,60.4,88,40,5.75
444,Saint-Louis,SN,2022-05-23 18:32:21,16.3333,-15.0,91.26,23,0,22.62
445,Bokoro,TD,2022-05-23 18:32:21,12.3807,17.0568,98.35,12,0,11.86
446,Aktash,RU,2022-05-23 18:32:22,50.3,87.7333,43.81,83,87,1.28
447,Visby,SE,2022-05-23 18:32:22,57.6409,18.296,53.82,58,0,0.0
448,Ambovombe,MG,2022-05-23 18:32:23,-25.1667,46.0833,69.69,78,0,4.14
449,Ancud,CL,2022-05-23 18:32:24,-41.8697,-73.8203,49.06,78,100,17.52
450,Clarence Town,AU,2022-05-23 18:32:26,-32.5833,151.7833,57.85,98,74,1.92
451,Upata,VE,2022-05-23 18:32:26,8.0086,-62.3989,82.18,61,100,8.81
452,Fernley,US,2022-05-23 18:31:02,39.608,-119.2518,70.7,18,68,4.03
453,Genhe,CN,2022-05-23 18:32:27,50.7833,121.5167,35.58,89,0,3.38
454,Caucaia,BR,2022-05-23 18:27:50,-3.7361,-38.6531,86.31,70,75,10.36
455,Vardo,NO,2022-05-23 18:32:28,70.3705,31.1107,37.38,87,40,19.57
456,Mayskiy,RU,2022-05-23 18:32:28,47.6931,40.1025,53.01,70,63,3.8
457,Zyryanka,RU,2022-05-23 18:32:29,65.75,150.85,45.73,81,100,10.85
458,Turukhansk,RU,2022-05-23 18:32:30,65.8167,87.9833,50.65,69,95,15.5
459,Rudarpur,IN,2022-05-23 18:32:31,26.4394,83.6144,87.71,41,3,9.22
460,Yenagoa,NG,2022-05-23 18:32:31,4.9247,6.2642,73.71,95,100,6.29
461,Kakonko,TZ,2022-05-23 18:32:31,-3.2828,30.9642,65.62,86,88,3.71
462,Pauini,BR,2022-05-23 18:32:32,-7.7136,-66.9764,89.89,44,63,3.58
463,Sao Jose Da Coroa Grande,BR,2022-05-23 18:32:32,-8.8978,-35.1478,77.92,84,99,13.98
464,Imbituba,BR,2022-05-23 18:32:33,-28.24,-48.6703,73.09,77,83,8.99
465,Robertsport,LR,2022-05-23 18:32:33,6.7533,-11.3686,79.57,84,100,15.88
466,Lokosovo,RU,2022-05-23 18:33:34,61.1333,74.8167,49.5,78,100,7.7
467,Waipawa,NZ,2022-05-23 18:33:34,-41.4122,175.5153,42.69,90,4,3.27
468,Padang,ID,2022-05-23 18:33:34,-0.9492,100.3543,78.03,86,99,3.6
469,Batticaloa,LK,2022-05-23 18:33:35,7.7102,81.6924,81.93,70,100,7.02
470,Koslan,RU,2022-05-23 18:33:35,63.4564,48.8989,34.32,99,100,4.23
471,Pontes E Lacerda,BR,2022-05-23 18:33:35,-15.2261,-59.3353,89.87,33,17,5.59
472,Ballina,AU,2022-05-23 18:33:36,-28.8667,153.5667,59.77,80,100,4.12
473,Asosa,ET,2022-05-23 18:33:36,10.0667,34.5333,63.86,82,94,5.39
474,Buchanan,LR,2022-05-23 18:33:36,5.8808,-10.0467,76.78,90,100,8.66
475,Aksarka,RU,2022-05-23 18:33:17,66.5606,67.7975,37.67,92,100,4.68
476,Svetlyy Yar,RU,2022-05-23 18:33:38,48.4748,44.781,49.6,75,26,8.99
477,Northam,GB,2022-05-23 18:33:38,51.0333,-4.2167,55.62,84,100,14.07
478,Asau,RO,2022-05-23 18:33:39,46.4333,26.4,58.12,100,98,1.3
479,Egvekinot,RU,2022-05-23 18:33:39,66.3167,-179.1667,44.55,59,0,2.42
480,Ornskoldsvik,SE,2022-05-23 18:33:39,63.2909,18.7153,52.75,54,13,6.91
481,Sao Miguel Do Araguaia,BR,2022-05-23 18:33:40,-13.275,-50.1628,88.07,32,0,2.28
482,Urumqi,CN,2022-05-23 18:33:40,43.801,87.6005,72.55,38,0,6.71
483,Lusambo,CD,2022-05-23 18:33:40,-4.9667,23.45,71.6,86,60,0.72
484,Wakema,MM,2022-05-23 18:33:41,16.6,95.1833,75.42,94,100,7.11
485,Gushikawa,JP,2022-05-23 18:33:41,26.3544,127.8686,72.63,96,100,16.11
486,Bitung,ID,2022-05-23 18:33:42,1.4451,125.1824,76.05,87,100,7.74
487,Binuangan,PH,2022-05-23 18:33:42,8.9153,124.7883,76.42,80,15,4.72
488,Senneterre,CA,2022-05-23 18:33:42,48.3835,-77.2328,55.4,38,98,3.51
489,Cherskiy,RU,2022-05-23 18:33:43,68.75,161.3,53.01,45,93,20.04
490,Mahebourg,MU,2022-05-23 18:33:43,-20.4081,57.7,75.49,73,75,14.97
491,Aquin,HT,2022-05-23 18:33:43,18.2833,-73.4,83.5,65,64,7.29
492,Esil,KZ,2022-05-23 18:33:44,51.9556,66.4042,62.08,54,97,14.76
493,Warora,IN,2022-05-23 18:33:45,20.2333,79.0,95.79,23,0,5.06
494,Mahibadhoo,MV,2022-05-23 18:33:45,3.7833,72.9667,84.02,74,35,12.24
495,Maracacume,BR,2022-05-23 18:33:46,-2.0428,-45.9592,76.96,94,96,3.96
496,Monrovia,LR,2022-05-23 18:33:46,6.3005,-10.7969,78.1,87,100,12.01
497,Deputatskiy,RU,2022-05-23 18:33:47,69.3,139.9,24.1,91,54,3.22
498,Bam,IR,2022-05-23 18:33:48,29.106,58.357,81.18,11,0,2.62
499,Feijo,BR,2022-05-23 18:33:48,-8.1642,-70.3536,78.71,86,93,3.6
500,Morgan City,US,2022-05-23 18:33:49,29.6994,-91.2068,84.99,83,100,3.44
501,Bondo,CD,2022-05-23 18:33:49,3.8146,23.6866,71.02,94,100,2.57
502,Alaca,TR,2022-05-23 18:33:50,40.1683,34.8425,48.97,91,96,2.19
503,Sao Gabriel Da Cachoeira,BR,2022-05-23 18:33:50,-0.1303,-67.0892,85.8,70,40,8.05
504,Winona,US,2022-05-23 18:32:54,43.9666,-91.7668,60.6,51,100,6.29
505,Hirara,JP,2022-05-23 18:33:51,24.8,125.2833,78.24,88,95,7.61
506,Mogadishu,SO,2022-05-23 18:33:51,2.0371,45.3438,80.13,86,93,17.69
507,Lahan,NP,2022-05-23 18:33:52,26.7296,86.4951,79.72,67,0,5.95
508,Plettenberg Bay,ZA,2022-05-23 18:33:52,-34.0527,23.3716,60.76,72,100,2.53
509,Iralaya,HN,2022-05-23 18:33:53,15.0,-83.2333,83.26,71,100,12.35
510,Marawi,PH,2022-05-23 18:33:53,7.9986,124.2928,69.58,93,88,1.74
511,Mandal,IN,2022-05-23 18:34:54,25.45,74.5667,87.37,44,0,9.93
512,Broome,US,2022-05-23 18:34:55,42.2506,-75.833,67.17,54,40,10.36
513,Arecibo,PR,2022-05-23 18:34:55,18.4724,-66.7157,88.52,72,19,14.45
514,Sfantu Gheorghe,RO,2022-05-23 18:34:55,45.8667,25.7833,53.26,87,31,0.58
515,Flers,FR,2022-05-23 18:34:56,48.7372,-0.5747,55.65,97,100,6.29
516,Sao Filipe,CV,2022-05-23 18:34:57,14.8961,-24.4956,72.59,72,0,10.98
517,Chervonohryhorivka,UA,2022-05-23 18:34:57,47.623,34.5389,56.14,63,100,4.85
518,Ostrovnoy,RU,2022-05-23 18:34:58,68.0531,39.5131,31.64,90,100,17.6
519,Pangnirtung,CA,2022-05-23 18:34:58,66.1451,-65.7125,19.4,53,40,11.5
520,Clyde,US,2022-05-23 18:34:59,41.3042,-82.9752,63.28,58,100,14.34
521,Novoagansk,RU,2022-05-23 18:35:00,61.9449,76.6625,49.77,72,100,10.49
522,Conselheiro Pena,BR,2022-05-23 18:35:00,-19.1722,-41.4722,78.96,46,27,0.47
523,Constitucion,CL,2022-05-23 18:35:01,-35.3333,-72.4167,54.9,91,100,1.68
524,Kungurtug,RU,2022-05-23 18:35:01,50.5994,97.5228,49.57,79,40,1.54
525,Arkhara,RU,2022-05-23 18:35:02,49.4212,130.0842,48.74,87,100,10.04
526,Boquira,BR,2022-05-23 18:35:02,-12.8231,-42.7306,85.08,25,0,6.02
527,Cape Canaveral,US,2022-05-23 18:35:03,28.4058,-80.6048,91.47,64,20,13.8
528,Cockburn Town,TC,2022-05-23 18:34:43,21.4612,-71.1419,84.16,65,40,14.97
529,Ranong,TH,2022-05-23 18:35:04,9.9658,98.6348,80.47,89,100,10.09
530,Kyra,RU,2022-05-23 18:35:05,49.5776,111.9753,43.81,69,13,6.42
531,Ponta Delgada,PT,2022-05-23 18:35:05,37.7333,-25.6667,68.5,77,75,8.05
532,Guthrie,US,2022-05-23 18:35:06,35.8789,-97.4253,57.18,94,100,9.22
533,Mandalgovi,MN,2022-05-23 18:35:06,45.7625,106.2708,56.48,46,1,21.05
534,Mombetsu,JP,2022-05-23 18:35:07,44.3525,143.3525,47.3,95,100,4.05
535,Hendek,TR,2022-05-23 18:35:07,40.7994,30.7481,53.98,91,86,5.23
536,Algiers,DZ,2022-05-23 18:35:08,36.7525,3.042,76.82,50,20,8.05
537,Bocaiuva,BR,2022-05-23 18:34:55,-17.1078,-43.815,80.31,27,0,8.43
538,Ilulissat,GL,2022-05-23 18:35:08,69.2167,-51.1,37.42,75,75,8.05
539,Tsogni,GA,2022-05-23 18:35:09,-2.7942,10.0988,73.69,82,100,5.01
540,Honiara,SB,2022-05-23 18:35:09,-9.4333,159.95,76.89,87,16,3.56
541,Oakland,US,2022-05-23 18:34:37,42.6667,-83.3999,59.86,60,100,8.05
542,Muslyumovo,RU,2022-05-23 18:35:10,55.3033,53.1947,41.41,80,87,4.36
543,Ambulu,ID,2022-05-23 18:35:11,-8.345,113.6058,74.1,85,82,3.53
544,Mizdah,LY,2022-05-23 18:35:11,31.4451,12.9801,81.86,11,0,5.79
545,Koppies,ZA,2022-05-23 18:35:12,-27.2418,27.5742,52.21,72,5,6.17
546,Petrinja,HR,2022-05-23 18:35:12,45.4375,16.29,73.31,96,77,4.14
547,Santa Cruz De Tenerife,ES,2022-05-23 18:35:13,28.4682,-16.2546,75.92,80,40,19.57
548,Port-Gentil,GA,2022-05-23 18:35:14,-0.7193,8.7815,78.76,73,20,6.91
549,Campina Verde,BR,2022-05-23 18:35:14,-19.5356,-49.4864,82.2,24,5,6.6
550,North Bend,US,2022-05-23 18:35:15,43.4065,-124.2243,68.23,88,0,13.8
551,Tecoanapa,MX,2022-05-23 18:35:15,16.5167,-98.75,85.77,61,0,11.9
552,Hot Springs,US,2022-05-23 18:31:18,34.5037,-93.0552,73.18,65,100,3.44
553,Dulce Grande,MX,2022-05-23 18:35:16,23.0,-102.1667,80.44,12,0,20.02
554,Khandbari,NP,2022-05-23 18:35:16,27.3747,87.2039,68.72,83,97,3.91
555,Hualmay,PE,2022-05-23 18:35:17,-11.0964,-77.6139,69.35,70,5,10.56
556,Dawlatabad,AF,2022-05-23 18:35:17,36.4141,64.9053,70.3,25,0,8.41
557,Bose,IT,2022-05-23 18:36:18,45.4612,8.0137,71.29,81,94,0.25
558,Jurm,AF,2022-05-23 18:36:18,36.8648,70.8342,55.04,62,2,1.92
559,Taylorville,US,2022-05-23 18:36:19,39.5489,-89.2945,69.87,48,0,10.33
560,Luanda,AO,2022-05-23 18:36:20,-8.8368,13.2343,75.2,78,20,10.36
561,Sangar,RU,2022-05-23 18:33:15,63.9242,127.4739,39.92,81,99,5.79
562,Eatonton,US,2022-05-23 18:36:21,33.3268,-83.3885,80.35,87,100,12.91
563,Gedo,ET,2022-05-23 18:36:21,9.0167,37.45,61.65,44,94,2.71
564,Sechura,PE,2022-05-23 18:36:22,-5.5569,-80.8222,76.57,58,19,13.58
565,Araouane,ML,2022-05-23 18:36:23,18.9048,-3.5265,93.79,6,0,9.13
566,Tarauaca,BR,2022-05-23 18:36:24,-8.1614,-70.7656,80.17,84,54,1.97
567,Payakumbuh,ID,2022-05-23 18:36:25,-0.2202,100.6308,71.8,97,100,0.96
568,Chor,PK,2022-05-23 18:36:25,25.5167,69.7667,87.55,40,0,15.82
569,Selizharovo,RU,2022-05-23 18:36:26,56.8519,33.4487,41.45,61,42,5.75
570,Mangai,CD,2022-05-23 18:36:26,-4.05,19.5333,70.86,97,100,1.83
571,Hauterive,FR,2022-05-23 18:36:27,46.0901,3.4459,66.96,83,70,7.09
572,Udachnyy,RU,2022-05-23 18:36:27,66.4167,112.4,41.45,93,100,15.88
573,Sedalia,US,2022-05-23 18:36:27,38.7045,-93.2283,66.74,45,75,12.66
574,Taos,US,2022-05-23 18:36:28,36.4072,-105.5731,67.55,24,0,17.27
575,Merritt Island,US,2022-05-23 18:36:29,28.5392,-80.672,92.08,59,40,17.27
576,Kaset Sombun,TH,2022-05-23 18:36:29,16.2805,101.9542,76.08,92,100,4.76
577,Belaya Gora,RU,2022-05-23 18:36:30,68.5333,146.4167,45.84,82,100,10.04
578,Harij,IN,2022-05-23 18:36:31,23.7,71.9,84.36,74,0,18.23
579,Tura,IN,2022-05-23 18:36:31,25.5198,90.2201,72.63,89,0,4.03
580,Sambava,MG,2022-05-23 18:36:32,-14.2667,50.1667,72.12,81,9,11.32
581,Snezhnogorsk,RU,2022-05-23 18:36:32,69.1933,33.2531,42.58,67,22,11.9
582,Sri Aman,MY,2022-05-23 18:36:33,1.2376,111.4621,73.45,94,31,0.0
583,Maniitsoq,GL,2022-05-23 18:36:34,65.4167,-52.9,28.33,92,100,15.19
584,Mirnyy,RU,2022-05-23 18:36:34,62.5353,113.9611,59.23,35,100,11.01
585,Sosva,RU,2022-05-23 18:36:35,59.1766,61.8558,40.28,87,58,5.37
586,Dungarvan,IE,2022-05-23 18:36:36,52.0881,-7.6253,56.08,78,31,5.99
587,Pingliang,CN,2022-05-23 18:36:37,35.5392,106.6861,59.43,73,10,2.3
588,Magadan,RU,2022-05-23 18:36:33,59.5667,150.8,33.53,97,100,2.17
589,Antalaha,MG,2022-05-23 18:36:37,-14.9003,50.2788,69.67,82,24,6.89
590,Zhuanghe,CN,2022-05-23 18:36:38,39.7008,122.9911,57.54,91,2,3.02
591,Bustamante,MX,2022-05-23 18:36:39,26.5333,-100.5,79.52,67,100,5.64
