City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Irituia,BR,-1.7711,-47.4381,72.09,98,23,2.75,few clouds
349,Yining,CN,29.0361,114.5636,67.87,92,100,2.55,overcast clouds
350,Saint-Joseph,RE,-21.3667,55.6167,68.38,76,4,2.21,clear sky
351,Sibu,MY,2.3,111.8167,79.11,88,40,5.99,scattered clouds
352,Fairbanks,US,64.8378,-147.7164,69.6,32,75,17.27,broken clouds
353,Valleyview,CA,55.0667,-117.2859,57.24,47,100,13.8,overcast clouds
354,Alofi,NU,-19.0595,-169.9187,82.29,74,75,13.8,broken clouds
355,Talaya,RU,61.3833,152.75,42.64,76,100,5.79,overcast clouds
356,Kalanwali,IN,29.85,74.95,89.49,31,0,8.1,clear sky
357,Wangou,CN,42.0623,126.9127,43.36,95,100,4.43,moderate rain
358,Finschhafen,PG,-6.6024,147.8681,85.23,68,84,9.17,broken clouds
359,Boddam,GB,57.4667,-1.7833,44.98,77,4,14.41,clear sky
360,Buala,SB,-8.145,159.5921,84.15,72,62,3.18,light rain
361,Westport,US,41.1415,-73.3579,59.41,73,0,5.99,clear sky
362,Ust-Tsilma,RU,65.441,52.1498,51.93,93,100,10.27,light rain
363,Drochia,MD,48.035,27.8161,52.99,95,100,6.29,overcast clouds
364,La Ronge,CA,55.1001,-105.2842,64.65,34,100,4.61,overcast clouds
365,Port Elizabeth,ZA,-33.918,25.5701,61.09,94,40,6.91,scattered clouds
366,Hualmay,PE,-11.0964,-77.6139,63.72,84,61,7.58,broken clouds
367,Steamboat Springs,US,40.485,-106.8317,63.99,42,0,9.22,clear sky
368,Chernogolovka,RU,56.0,38.3667,41.18,93,100,4.07,overcast clouds
369,Hambantota,LK,6.1241,81.1185,79.14,100,20,10.36,few clouds
370,Bengkulu,ID,-3.8004,102.2655,78.78,69,100,2.48,overcast clouds
371,Obo,CF,5.3998,26.4869,66.22,97,87,3.47,overcast clouds
372,Yatou,CN,37.15,122.3833,70.05,36,0,15.66,clear sky
373,Talpa,MX,28.8257,-111.6257,89.56,37,0,3.0,clear sky
374,Gorele,TR,41.0308,39.0031,54.45,52,0,5.88,clear sky
375,Fiesole,IT,43.8049,11.2941,66.51,90,0,1.14,clear sky
376,San Ignacio,BZ,17.1561,-89.0714,78.94,94,0,6.91,clear sky
377,Klaksvik,FO,62.2266,-6.589,45.52,75,7,16.73,clear sky
378,Milas,TR,37.3164,27.7839,60.15,82,0,2.3,clear sky
379,Jibuti,DJ,11.5,42.5,82.83,45,47,5.97,scattered clouds
380,Ponta Do Sol,PT,32.6667,-17.1,65.01,74,75,4.99,broken clouds
381,Divnomorskoye,RU,44.5011,38.1353,52.92,88,49,5.14,scattered clouds
382,Porto Novo,BJ,6.4965,2.6036,82.22,85,100,5.19,overcast clouds
383,Xacmaz,AZ,41.4635,48.806,54.23,63,9,5.28,clear sky
384,Anshun,CN,26.25,105.9333,64.92,96,100,6.55,overcast clouds
385,Vestmannaeyjar,IS,63.4427,-20.2734,45.34,74,22,5.55,few clouds
386,Komsomolskiy,UZ,40.4272,71.7189,68.72,52,67,2.3,broken clouds
387,Rabo De Peixe,PT,37.8,-25.5833,64.27,84,75,3.44,broken clouds
388,Comodoro Rivadavia,AR,-45.8667,-67.5,40.86,38,0,9.22,clear sky
389,Hirara,JP,24.8,125.2833,75.47,100,75,11.5,heavy intensity shower rain
390,Lamlash,GB,55.5336,-5.1296,49.96,86,99,13.71,overcast clouds
391,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,81,75,4.47,light rain
392,Conceicao Da Barra,BR,-18.5933,-39.7322,68.43,90,0,5.86,clear sky
393,Fortuna,US,40.5982,-124.1573,63.93,80,0,11.5,clear sky
394,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.88,88,76,10.36,light rain
395,Changde,CN,29.0464,111.6783,65.82,93,100,13.58,overcast clouds
396,Port Keats,AU,-14.25,129.55,89.11,28,100,8.57,overcast clouds
397,Egvekinot,RU,66.3167,-179.1667,43.77,68,85,6.55,overcast clouds
398,Chenzhou,CN,25.8,113.0333,74.62,98,100,3.04,overcast clouds
399,Rio Gallegos,AR,-51.6226,-69.2181,37.45,75,0,25.32,clear sky
400,Oranjemund,NA,-28.55,16.4333,53.67,94,1,4.45,clear sky
401,Groa,NO,62.65,8.7167,50.56,87,100,3.44,overcast clouds
402,Koumac,NC,-20.5667,164.2833,79.0,67,27,5.01,scattered clouds
403,Leh,IN,34.1667,77.5833,49.24,34,17,7.0,few clouds
404,Cairns,AU,-16.9167,145.7667,84.11,69,75,9.22,broken clouds
405,Munteni,RO,45.9333,27.4333,57.11,87,83,6.33,broken clouds
406,Woodstock,CA,43.1334,-80.7497,61.66,84,100,1.01,overcast clouds
407,Menasha,US,44.2022,-88.4465,59.34,93,100,5.75,overcast clouds
408,Almeirim,BR,-1.5233,-52.5817,73.44,94,11,3.33,few clouds
409,Mwingi,KE,-0.9344,38.0601,65.17,87,95,4.45,overcast clouds
410,Kempsey,AU,-31.0833,152.8333,69.94,76,30,1.01,scattered clouds
411,Longkou,CN,37.6508,120.3286,66.67,52,0,23.85,clear sky
412,Ahipara,NZ,-35.1667,173.1667,62.53,57,34,7.58,scattered clouds
413,Northam,GB,51.0333,-4.2167,55.26,94,100,13.76,overcast clouds
414,Srednekolymsk,RU,67.45,153.6833,51.1,50,45,16.4,scattered clouds
415,Catio,GW,11.2833,-15.25,78.53,75,100,4.68,overcast clouds
416,Osvaldo Cruz,BR,-21.7967,-50.8786,61.63,55,2,8.14,clear sky
417,Ino,JP,33.55,133.4333,72.93,89,100,2.91,overcast clouds
418,Bow Island,CA,49.8668,-111.3684,70.09,28,13,18.41,few clouds
419,Kavieng,PG,-2.5744,150.7967,83.71,67,100,4.16,overcast clouds
420,Umm Lajj,SA,25.0213,37.2685,79.14,56,0,6.06,clear sky
421,Chumikan,RU,54.7183,135.315,40.14,94,100,4.29,overcast clouds
422,Mankera,PK,31.3866,71.4407,88.97,30,0,11.79,clear sky
423,Cavalcante,BR,-13.7975,-47.4583,63.57,57,0,5.06,clear sky
424,Savinskiy,RU,62.9342,40.1361,38.79,91,100,7.18,overcast clouds
425,Ishigaki,JP,24.3448,124.1572,77.13,100,75,3.44,thunderstorm
426,Chinsali,ZM,-10.5414,32.0816,56.91,88,0,4.0,clear sky
427,Saint-Augustin,CA,51.226,-58.6502,48.52,74,75,7.49,broken clouds
428,Mareeba,AU,-17.0,145.4333,79.48,71,9,1.05,clear sky
429,Udachnyy,RU,66.4167,112.4,37.45,74,100,15.14,overcast clouds
430,Boa Vista,BR,2.8197,-60.6733,80.58,83,20,3.44,few clouds
431,Andenes,NO,69.3143,16.1194,49.98,81,100,5.75,overcast clouds
432,Telenesti,MD,47.4997,28.3656,54.37,93,71,3.69,broken clouds
433,Katherine,AU,-14.4667,132.2667,84.52,34,13,10.36,few clouds
434,Usinsk,RU,65.9939,57.5281,56.32,68,74,21.47,broken clouds
435,Balkhash,KZ,46.844,74.9804,66.81,45,0,4.47,clear sky
436,Punta Alta,AR,-38.8759,-62.0736,43.99,56,0,3.71,clear sky
437,Bushenyi,UG,-0.5853,30.2114,58.71,96,100,0.47,overcast clouds
438,Guilin,CN,25.2819,110.2864,73.51,96,100,2.04,overcast clouds
439,Hohhot,CN,40.8106,111.6522,68.29,15,0,4.47,clear sky
440,Ville-Marie,CA,47.3335,-79.433,58.3,59,100,5.77,light rain
441,Porterville,US,36.0652,-119.0168,102.52,14,0,11.88,clear sky
442,Sturgis,US,41.7992,-85.4192,71.4,92,100,13.8,overcast clouds
443,Souillac,MU,-20.5167,57.5167,70.18,88,20,2.3,few clouds
444,Hamilton,US,39.1834,-84.5333,74.25,92,100,3.44,overcast clouds
445,Aksarka,RU,66.5606,67.7975,49.37,56,98,17.13,overcast clouds
446,Kropotkin,RU,45.4375,40.5756,47.73,92,81,7.02,broken clouds
447,Mikuni,JP,36.2171,136.1519,82.31,56,100,14.54,overcast clouds
448,Manyana,BW,-23.4,21.7167,56.82,38,0,4.88,clear sky
449,Cristobal Obregon,MX,16.35,-93.5333,72.59,89,100,4.45,overcast clouds
450,Ahuimanu,US,21.4447,-157.8378,83.91,55,0,14.97,clear sky
451,Mastung,PK,29.7994,66.845,75.0,11,0,5.86,clear sky
452,Bakchar,RU,57.0186,82.0711,64.38,53,0,8.81,clear sky
453,Cabedelo,BR,-6.9811,-34.8339,74.07,84,98,11.39,overcast clouds
454,Chokwe,MZ,-24.5333,32.9833,64.22,76,0,4.54,clear sky
455,Ilheus,BR,-14.7889,-39.0494,80.42,78,40,17.27,scattered clouds
456,Fort Nelson,CA,58.8053,-122.7002,54.99,47,75,9.22,shower rain
457,Beyneu,KZ,45.3167,55.2,61.07,58,100,7.31,overcast clouds
458,Cayenne,GF,4.9333,-52.3333,82.09,1,40,1.14,scattered clouds
459,Xinzhi,CN,36.4989,111.7047,74.43,32,3,6.49,clear sky
460,Hami,CN,42.8,93.45,86.63,9,100,12.73,overcast clouds
461,Ust-Nera,RU,64.5667,143.2,50.0,51,83,7.14,broken clouds
462,Snasa,NO,64.2457,12.3778,48.11,85,100,2.44,light rain
463,Hrebinka,UA,50.1171,32.4361,57.43,64,100,10.18,overcast clouds
464,Mookane,BW,-23.688,26.6595,58.51,36,0,5.7,clear sky
465,Acapulco,MX,16.8634,-99.8901,82.22,74,75,0.0,broken clouds
466,Ati,TD,13.2154,18.3353,86.38,11,100,9.6,overcast clouds
467,Cooma,AU,-36.2333,149.1333,59.61,53,96,6.67,overcast clouds
468,Gramada,BG,43.8344,22.6586,62.13,84,100,4.38,overcast clouds
469,Myitkyina,MM,25.3833,97.4,76.96,95,97,1.21,overcast clouds
470,Kudahuvadhoo,MV,2.6708,72.8944,82.69,70,37,6.44,scattered clouds
471,Maloy,NO,61.9353,5.1136,47.93,88,99,5.46,light rain
472,Mitsamiouli,KM,-11.3847,43.2844,79.2,73,6,5.84,clear sky
473,Aripuana,BR,-9.1667,-60.6333,75.09,78,50,1.97,scattered clouds
474,Dallas,US,32.7668,-96.7836,69.82,52,0,11.5,clear sky
475,Hangzhou,CN,30.2937,120.1614,69.71,82,100,2.21,overcast clouds
476,Vardo,NO,70.3705,31.1107,39.18,87,68,9.22,broken clouds
477,Omboue,GA,-1.5746,9.2618,74.61,87,100,4.68,overcast clouds
478,Riyadh,SA,24.6877,46.7219,80.74,22,0,7.27,clear sky
479,Awjilah,LY,29.1081,21.2869,81.37,13,0,6.26,clear sky
480,Kenai,US,60.5544,-151.2583,61.03,50,20,12.66,fog
481,Kyshtovka,RU,56.555,76.6271,68.43,62,100,9.98,overcast clouds
482,Te Anau,NZ,-45.4167,167.7167,45.72,71,6,0.72,clear sky
483,Ardesen,TR,41.1911,40.9875,57.24,45,0,4.9,clear sky
484,Juazeiro,BR,-9.4117,-40.4986,73.58,88,40,10.36,light rain
485,Ayan,RU,56.45,138.1667,41.04,80,97,10.69,overcast clouds
486,Olinda,BR,-8.0089,-34.8553,73.13,94,75,8.05,broken clouds
487,Rodeo,US,38.033,-122.2669,90.07,60,50,7.0,scattered clouds
488,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,78,54,5.08,broken clouds
489,Qaqortoq,GL,60.7167,-46.0333,34.36,76,5,4.16,clear sky
490,Machiques,VE,10.0644,-72.545,78.93,83,100,3.53,overcast clouds
491,Urusha,RU,54.05,122.9,71.53,36,79,2.55,broken clouds
492,Wenling,CN,28.3669,121.36,67.37,94,100,5.59,overcast clouds
493,Norman Wells,CA,65.282,-126.8329,51.84,71,100,8.05,overcast clouds
494,Tambura,SS,5.6,27.4667,69.57,88,100,4.16,overcast clouds
495,Soldotna,US,60.4878,-151.0583,60.96,48,0,12.66,fog
496,Pringsewu,ID,-5.3582,104.9744,77.32,88,100,2.93,overcast clouds
497,Berberati,CF,4.2612,15.7922,67.53,99,100,0.89,overcast clouds
498,Harer,ET,9.3094,42.1258,56.37,86,21,3.11,few clouds
499,Hearst,CA,49.6835,-83.6665,59.25,81,100,5.79,overcast clouds
500,Beloha,MG,-25.1667,45.05,65.08,91,0,2.51,clear sky
501,Wanganui,NZ,-39.9333,175.05,53.6,68,93,13.0,overcast clouds
502,Dong Hoi,VN,17.4833,106.6,84.7,74,100,6.67,overcast clouds
503,Kirakira,SB,-10.4544,161.9205,84.96,74,32,8.12,scattered clouds
504,Mezen,RU,65.8522,44.24,44.06,81,100,7.34,overcast clouds
505,Sakakah,SA,29.9697,40.2064,76.57,23,0,16.02,clear sky
506,Sardarshahr,IN,28.4333,74.4833,87.49,32,0,12.88,clear sky
507,Marovoay,MG,-16.1,46.6333,70.07,85,0,3.78,clear sky
508,Camacha,PT,33.0833,-16.3333,60.22,82,75,8.05,broken clouds
509,Pipri,IN,19.8,75.5333,77.58,78,40,3.44,scattered clouds
510,Peleduy,RU,59.6289,112.7406,43.9,94,100,13.8,moderate rain
511,Novyy Urgal,RU,51.0736,132.5642,69.46,38,15,2.19,few clouds
512,Kayerkan,RU,69.3497,87.7602,30.52,86,21,12.59,few clouds
513,Arnedo,ES,42.2167,-2.1,47.7,82,4,11.74,clear sky
514,The Valley,AI,18.217,-63.0578,80.82,72,81,16.4,broken clouds
515,Kachiry,KZ,53.0675,76.1036,70.39,43,47,9.78,scattered clouds
516,Tuma,RU,55.148,40.5537,42.19,82,94,4.38,overcast clouds
517,Krasnoselkup,RU,65.7,82.4667,43.88,59,6,9.24,clear sky
518,Berdigestyakh,RU,62.0989,126.6992,40.48,67,100,8.61,overcast clouds
519,Pandan Niog,PH,6.2282,120.5631,82.62,79,100,8.84,overcast clouds
520,Sar-E Pul,AF,35.8333,66.1667,68.65,30,25,2.84,scattered clouds
521,Kushima,JP,31.4583,131.2333,70.43,84,100,5.35,light rain
522,Bahile,PH,9.9995,118.7878,87.67,60,100,5.12,overcast clouds
523,Sapouy,BF,11.5544,-1.7736,78.91,65,70,5.79,broken clouds
524,Camalu,MX,30.85,-116.0667,65.32,70,0,4.92,clear sky
525,Morro Bay,US,35.3658,-120.8499,76.93,66,77,4.0,broken clouds
526,Tamandare,BR,-8.7597,-35.1047,75.49,89,77,8.97,light rain
527,Anantapur,IN,14.6833,77.6,84.61,58,24,14.81,few clouds
528,Preobrazhenka,UA,47.5719,35.8167,51.64,71,30,7.43,scattered clouds
529,Zasova,CZ,49.4741,18.0444,52.88,97,43,4.5,scattered clouds
530,Zwedru,LR,6.0667,-8.1281,70.84,99,100,2.17,overcast clouds
531,Redmond,US,47.674,-122.1215,71.87,56,78,3.0,broken clouds
532,Prince Rupert,CA,54.3161,-130.3201,51.89,78,100,5.75,overcast clouds
533,Tezu,IN,27.9167,96.1667,74.82,98,100,1.03,overcast clouds
534,Riohacha,CO,11.5444,-72.9072,82.02,72,49,12.06,scattered clouds
535,Ponta Delgada,PT,37.7333,-25.6667,65.5,67,75,3.44,broken clouds
536,Senanga,ZM,-16.1167,23.2667,52.68,50,0,3.69,clear sky
537,Chicama,PE,-7.8447,-79.1469,61.34,84,19,5.44,few clouds
538,Charters Towers,AU,-20.1,146.2667,76.96,48,0,10.85,clear sky
539,Teya,RU,60.3778,92.6267,57.07,52,6,7.45,clear sky
540,Morehead,US,37.2711,-87.1764,71.35,78,75,17.27,broken clouds
541,Monroe,US,43.1501,-77.6831,71.62,70,100,9.22,overcast clouds
542,Mormugao,IN,15.4,73.8,79.86,89,40,5.75,scattered clouds
543,Kashi,CN,39.4547,75.9797,72.61,20,0,8.95,clear sky
544,Cambridge,CA,43.3601,-80.3127,59.29,87,100,14.97,overcast clouds
545,Novoagansk,RU,61.9449,76.6625,59.14,51,95,9.64,overcast clouds
546,Okhotsk,RU,59.3833,143.3,36.84,94,100,5.95,overcast clouds
547,Kasama,ZM,-10.2129,31.1808,56.07,87,13,2.48,few clouds
548,Port Blair,IN,11.6667,92.75,82.44,89,75,8.05,mist
549,Belchatow,PL,51.3688,19.3567,53.29,95,2,7.96,clear sky
550,Flinders,AU,-34.5833,150.8552,68.38,72,87,8.01,overcast clouds
551,Brae,GB,60.3964,-1.353,47.46,81,12,17.92,few clouds
552,Chissamba,AO,-12.1667,17.3333,49.12,50,55,3.56,broken clouds
553,Tucuma,BR,-0.1833,-50.05,74.61,94,33,5.99,scattered clouds
554,Cabo San Lucas,MX,22.8909,-109.9124,80.91,53,0,4.61,clear sky
555,Chapais,CA,49.7834,-74.8492,53.38,73,100,4.74,overcast clouds
556,Eureka,US,40.8021,-124.1637,63.19,83,78,7.0,broken clouds
557,Labrea,BR,-7.2586,-64.7981,78.19,76,100,1.86,overcast clouds
558,Lata,PT,40.1629,-8.3327,56.07,64,0,4.43,clear sky
559,San-Pedro,CI,4.7485,-6.6363,77.59,84,87,5.55,overcast clouds
560,Harper,LR,4.375,-7.7169,77.61,83,96,6.71,overcast clouds
561,Lucea,JM,18.451,-78.1736,82.26,82,41,12.35,scattered clouds
562,Belmopan,BZ,17.25,-88.7667,79.18,93,100,4.16,overcast clouds
563,Moroni,KM,-11.7022,43.2551,77.88,80,10,8.79,clear sky
564,Kabo,CF,7.6994,18.629,71.35,90,65,4.83,broken clouds
565,Akureyri,IS,65.6835,-18.0878,40.93,87,100,9.22,overcast clouds
566,Birnin Kebbi,NG,12.4539,4.1975,88.47,40,51,6.6,broken clouds
567,Grindavik,IS,63.8424,-22.4338,42.75,93,75,4.61,broken clouds
568,Sidi Ali,DZ,36.0998,0.4206,59.47,77,16,6.35,few clouds
569,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,64.6,64,3,14.72,clear sky
570,Buin,CL,-33.7333,-70.75,60.73,69,93,2.06,overcast clouds
571,Kamenka,RU,51.3223,42.7678,44.53,71,98,6.46,overcast clouds
572,Montrose,US,38.4166,-108.2673,63.81,36,0,2.08,clear sky
573,Miraflores,MX,19.2167,-98.8083,79.45,55,100,6.29,overcast clouds
574,Payson,US,40.0444,-111.7321,74.68,23,0,5.75,clear sky
575,Orotukan,RU,62.2667,151.7,39.09,98,100,1.88,light rain
576,Presidente Epitacio,BR,-21.7633,-52.1156,65.62,51,60,7.72,broken clouds
577,Camana,PE,-16.6228,-72.7111,63.59,82,82,5.23,broken clouds
578,Martaban,MM,16.5314,97.6111,81.66,80,99,3.49,overcast clouds
579,Lewiston,US,44.1003,-70.2148,54.64,78,93,4.16,overcast clouds
580,Puerto Narino,CO,-3.7703,-70.3831,71.76,98,31,2.19,scattered clouds
581,Mombetsu,JP,44.3525,143.3525,57.22,82,20,5.75,few clouds
582,Poum,NC,-20.2333,164.0167,76.8,73,4,6.69,clear sky
583,Seeboden,AT,46.8219,13.495,57.11,91,96,2.95,overcast clouds
584,Merrill,US,45.1805,-89.6835,51.12,97,100,1.01,overcast clouds
585,Ekuvukeni,ZA,-28.4675,30.1551,51.96,61,0,2.04,clear sky
586,Nizhneangarsk,RU,55.7833,109.55,45.27,65,99,4.88,overcast clouds
587,Baft,IR,29.234,56.6057,61.25,7,0,1.59,clear sky
588,Asau,RO,46.4333,26.4,60.96,84,100,12.46,overcast clouds
589,Bathsheba,BB,13.2167,-59.5167,81.21,78,40,16.11,scattered clouds
590,Nueve De Julio,AR,-35.4444,-60.8831,42.91,79,9,7.29,clear sky
591,Shingu,JP,33.7333,135.9833,71.29,80,100,5.35,overcast clouds
592,Japura,ID,-0.3167,102.35,76.89,94,100,0.45,overcast clouds
593,Mayo,US,38.8876,-76.5119,65.26,58,75,5.75,broken clouds
594,Santa Rosa,PH,14.3122,121.1114,90.1,68,100,2.62,overcast clouds
595,Coxim,BR,-18.5067,-54.76,70.61,56,15,3.44,few clouds
596,Jonuta,MX,18.0833,-92.1333,79.84,80,73,8.08,broken clouds
597,Ballina,AU,-28.8667,153.5667,69.78,74,26,6.96,light rain
598,Penticton,CA,49.4806,-119.5858,73.42,29,20,11.5,few clouds
599,Ponoka,CA,52.6768,-113.5815,55.22,74,100,3.51,overcast clouds
600,Alice Town,BS,25.7167,-79.3,79.83,73,100,19.48,overcast clouds
601,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.61,46,5,5.97,clear sky
602,Bronnoysund,NO,65.4625,12.1997,48.2,76,100,6.91,overcast clouds
603,Toccoa,US,34.5773,-83.3324,67.73,89,100,3.44,overcast clouds
604,Belle Glade,US,26.6845,-80.6676,81.05,80,90,9.91,overcast clouds
605,Puerto Ayacucho,VE,5.6639,-67.6236,76.1,91,24,3.4,few clouds
606,Yantzaza,EC,-3.8278,-78.7594,65.19,99,98,0.45,light rain
607,Carmen,MX,18.6333,-91.8333,77.04,94,100,9.22,overcast clouds
608,Butembo,CD,0.15,29.2833,57.6,98,100,2.75,light rain
609,Kamaishi,JP,39.2667,141.8833,67.44,72,91,12.01,overcast clouds
610,Carlagan,PH,14.975,122.0456,86.4,69,100,3.62,overcast clouds
611,Estelle,US,29.8458,-90.1067,73.4,86,75,9.22,broken clouds
612,Torata,PE,-17.0769,-70.8433,58.06,36,93,0.49,overcast clouds
613,Kaiyuan,CN,23.6977,103.3037,75.63,74,50,2.66,scattered clouds
614,Umm Kaddadah,SD,13.6017,26.6876,77.83,8,100,10.71,overcast clouds
615,Yenangyaung,MM,20.4667,94.8833,84.67,64,8,8.59,clear sky
616,Alamosa,US,37.4695,-105.87,67.98,17,0,20.71,clear sky
617,Yichang,CN,30.7144,111.2847,66.76,91,100,1.88,overcast clouds
618,Yar-Sale,RU,66.8333,70.8333,43.02,64,99,14.81,overcast clouds
619,Tiznit,MA,29.5833,-9.5,65.39,57,91,2.19,overcast clouds
620,Itoman,JP,26.1247,127.6694,77.02,88,75,3.44,broken clouds
621,Acarau,BR,-2.8856,-40.12,76.37,89,1,9.8,clear sky
622,Sakaraha,MG,-22.9,44.5333,62.38,93,40,1.14,scattered clouds
623,Moindou,NC,-21.6924,165.677,79.59,61,15,4.94,few clouds
624,Muroto,JP,33.2833,134.15,71.4,83,100,9.75,heavy intensity rain
625,Banda Aceh,ID,5.5577,95.3222,84.24,71,100,9.26,overcast clouds
626,Pervouralsk,RU,56.9053,59.9436,48.18,88,1,7.7,clear sky
627,Male,MV,4.1748,73.5089,82.35,83,40,6.91,scattered clouds
628,Lianzhou,CN,24.7811,112.3825,78.3,94,98,0.34,overcast clouds
629,Lusambo,CD,-4.9667,23.45,65.53,99,42,0.69,scattered clouds
630,Nouakchott,MR,18.0858,-15.9785,67.23,90,5,12.19,clear sky
631,Moron,AR,-34.6534,-58.6198,47.97,93,11,5.1,few clouds
632,Chapleau,CA,47.8405,-83.4034,50.09,87,100,9.22,light rain
633,Altamira,BR,-3.2033,-52.2064,74.01,84,77,2.46,broken clouds
634,Craigieburn,AU,-37.6,144.95,61.0,84,75,17.27,light intensity shower rain
635,San Luis,AR,-33.295,-66.3356,43.36,74,84,15.77,broken clouds
636,Malakal,SS,9.5334,31.6605,78.06,68,100,5.08,overcast clouds
637,Show Low,US,34.2542,-110.0298,75.49,9,0,11.5,clear sky
638,Port Shepstone,ZA,-30.7414,30.455,64.62,81,24,10.89,few clouds
639,Elliot,ZA,-31.3333,27.85,45.54,68,0,4.88,clear sky
640,Pauini,BR,-7.7136,-66.9764,74.61,75,0,2.37,clear sky
641,Wakkanai,JP,45.4094,141.6739,73.38,46,20,9.22,few clouds
642,Tigil,RU,57.8,158.6667,45.0,84,100,10.54,overcast clouds
643,Silopi,TR,37.2497,42.4694,61.12,34,0,6.06,clear sky
644,Rincon,US,32.296,-81.2354,79.86,81,75,11.5,broken clouds
645,Makakilo City,US,21.3469,-158.0858,82.72,48,75,14.97,broken clouds
646,Limpapa,PH,7.1197,121.9106,78.13,74,100,3.02,moderate rain
647,Menongue,AO,-14.6585,17.691,47.57,56,0,3.36,clear sky
648,Kanchanaburi,TH,14.6333,99.1,78.71,83,100,5.35,overcast clouds
649,Richards Bay,ZA,-28.783,32.0377,69.76,89,18,10.4,light rain
650,Tarare,FR,45.8976,4.4327,54.93,83,3,3.49,clear sky
651,Penzance,GB,50.1186,-5.5371,54.28,92,46,16.51,scattered clouds
652,Lobito,AO,-12.3481,13.5456,70.02,79,1,1.01,clear sky
653,Calabozo,VE,8.9242,-67.4293,80.58,66,100,2.28,overcast clouds
654,Kavaratti,IN,10.5669,72.642,83.53,76,73,9.15,broken clouds
655,Joensuu,FI,62.6012,29.7632,45.09,65,0,8.05,clear sky
656,Lasa,IT,46.6166,10.7002,52.7,92,51,2.3,broken clouds
657,Mecca,SA,21.4267,39.8261,84.24,21,5,5.84,clear sky
658,Borovoy,RU,55.4333,86.0833,66.69,63,0,15.66,clear sky
659,Baruun-Urt,MN,46.6806,113.2792,70.7,17,0,8.1,clear sky
660,Yanam,IN,16.7333,82.2167,88.7,65,2,5.41,clear sky
661,Adana,TR,36.985,35.2881,64.42,94,0,6.91,clear sky
662,Ciudad Ojeda,VE,10.1964,-71.3082,80.13,83,100,7.63,overcast clouds
663,Hutchinson,US,38.0608,-97.9298,51.75,92,100,14.97,moderate rain
664,Meulaboh,ID,4.1363,96.1285,81.77,69,87,5.7,overcast clouds
665,Kalakamati,BW,-20.5929,27.3121,56.16,45,0,3.31,clear sky
666,Miri,MY,4.4148,114.0089,84.34,84,20,3.44,few clouds
667,Antofagasta,CL,-23.65,-70.4,58.28,81,47,2.68,scattered clouds
668,Verkh-Usugli,RU,52.7,115.1667,72.7,20,5,10.22,clear sky
669,Brenes,ES,37.5494,-5.8714,65.84,54,0,4.61,clear sky
670,Tripoli,LY,32.8752,13.1875,75.4,44,53,12.26,broken clouds
671,Lorengau,PG,-2.0226,147.2712,85.01,65,100,1.52,overcast clouds
672,Mackay,AU,-21.15,149.2,79.68,73,25,13.89,scattered clouds
673,Zabid,YE,14.1951,43.3152,81.18,84,12,3.91,few clouds
674,Nieuw Amsterdam,SR,5.8833,-55.0833,80.02,89,100,7.9,overcast clouds
675,Vanavara,RU,60.34,102.2797,52.81,56,46,10.83,scattered clouds
676,Ambon,ID,-3.6954,128.1814,84.34,79,40,1.14,scattered clouds
677,Bara,NG,10.3744,10.7288,79.18,72,91,11.86,overcast clouds
678,Zarubino,RU,42.63,131.0922,51.73,98,100,5.5,overcast clouds
679,Tabas,IR,33.5959,56.9244,77.9,15,0,4.45,clear sky
680,Ternate,ID,0.8,127.4,83.93,68,64,1.66,broken clouds
681,Kampli,IN,15.4,76.6167,81.41,64,99,12.95,overcast clouds
682,Rundu,NA,-17.9333,19.7667,50.76,48,0,3.15,clear sky
683,Vila Velha,BR,-20.3297,-40.2925,69.75,93,75,3.44,broken clouds
684,Castelbuono,IT,37.932,14.0886,71.22,49,86,5.01,overcast clouds
685,Isla Vista,US,34.4133,-119.861,72.99,74,75,4.61,haze
686,Auki,SB,-8.7676,160.7034,82.69,76,46,3.65,scattered clouds
687,Paciran,ID,-6.8767,112.3761,81.21,77,100,2.51,overcast clouds
